Term_IRI,UberonNum,Term_label,Parent_term_IRI,Parent_term_label,UberonNumParent,Definition
http://purl.obolibrary.org/obo/UBERON_0003312,0003312,mesenchyme of testis,http://purl.obolibrary.org/obo/UBERON_0003855,gonad mesenchyme,0003855,Mesenchyme that is part of a developing testis [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003314,0003314,eye mesenchyme,http://purl.obolibrary.org/obo/UBERON_0009891,facial mesenchyme,0009891,Mesenchyme that is part of a developing camera-type eye.
http://purl.obolibrary.org/obo/UBERON_0009891,0009891,facial mesenchyme,http://purl.obolibrary.org/obo/UBERON_0005253,head mesenchyme,0005253,Mesenchyme that is part of a developing face.
http://purl.obolibrary.org/obo/UBERON_0003317,0003317,odontogenic papilla of incisor,http://purl.obolibrary.org/obo/UBERON_0015846,incisor mesenchyme,0015846,An odontogenic papilla that is part of a incisor tooth [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003318,0003318,mesenchyme of elbow,http://purl.obolibrary.org/obo/UBERON_0003859,forelimb mesenchyme,0003859,Mesenchyme that is part of a developing elbow [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003321,0003321,mesenchyme of knee,http://purl.obolibrary.org/obo/UBERON_0003860,hindlimb mesenchyme,0003860,Mesenchyme that is part of a developing knee [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003322,0003322,mesenchyme of shoulder,http://purl.obolibrary.org/obo/UBERON_0003104,mesenchyme,0003104,Mesenchyme that is part of a developing shoulder [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003323,0003323,mesenchyme of upper jaw,http://purl.obolibrary.org/obo/UBERON_0009891,facial mesenchyme,0009891,Mesenchyme that is part of a developing upper jaw [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003325,0003325,mesenchyme of pinna,http://purl.obolibrary.org/obo/UBERON_0010314,structure with developmental contribution from neural crest,0010314,Mesenchyme that is part of a developing pinna [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003334,0003334,serosa of rectum,http://purl.obolibrary.org/obo/UBERON_0001209,serosa of large intestine,0001209,A serous membrane that is part of a rectum [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003336,0003336,serosa of duodenum,http://purl.obolibrary.org/obo/UBERON_0001206,serosa of small intestine,0001206,A serous membrane that is part of a duodenum [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003337,0003337,serosa of jejunum,http://purl.obolibrary.org/obo/UBERON_0001206,serosa of small intestine,0001206,A serous membrane that is part of a jejunum [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003352,0003352,epithelium of midgut,http://purl.obolibrary.org/obo/UBERON_0003929,digestive tract epithelium,0003929,An epithelium that is part of a midgut.
http://purl.obolibrary.org/obo/UBERON_0003355,0003355,epithelium of incisor,http://purl.obolibrary.org/obo/UBERON_0010314,structure with developmental contribution from neural crest,0010314,An epithelium that is part of a incisor tooth [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003356,0003356,epithelium of nasal septum,http://purl.obolibrary.org/obo/UBERON_0019306,nose epithelium,0019306,An epithelium that is part of a nasal septum [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003362,0003362,epithelium of endolymphatic duct,http://purl.obolibrary.org/obo/UBERON_0006937,inner ear epithelium,0006937,An epithelium that is part of a endolymphatic duct [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003367,0003367,epithelium of vomeronasal organ,http://purl.obolibrary.org/obo/UBERON_0019306,nose epithelium,0019306,An epithelium that is part of a vomeronasal organ [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003373,0003373,ectoderm of footplate,http://purl.obolibrary.org/obo/UBERON_0000924,ectoderm,0000924,An ectoderm that is part of a footplate.
http://purl.obolibrary.org/obo/UBERON_0003378,0003378,cardiac muscle of auricular region,http://purl.obolibrary.org/obo/UBERON_0004490,cardiac muscle tissue of atrium,0004490,A cardiac muscle tissue that is part of a atrium auricular region.
http://purl.obolibrary.org/obo/UBERON_0003380,0003380,cardiac muscle of left atrium,http://purl.obolibrary.org/obo/UBERON_0004490,cardiac muscle tissue of atrium,0004490,A portion of cardiac muscle tissue that is part of a left atrium [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003382,0003382,cardiac muscle of left ventricle,http://purl.obolibrary.org/obo/UBERON_0018649,cardiac muscle tissue of ventricle,0018649,A portion of cardiac muscle tissue that is part of a left ventricle [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0004492,0004492,cardiac muscle tissue of cardiac septum,http://purl.obolibrary.org/obo/UBERON_0001133,cardiac muscle tissue,0001133,A portion of cardiac muscle tissue that is part of a cardiac septum [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003385,0003385,skeletal muscle of mesenchyme,,,,
http://purl.obolibrary.org/obo/UBERON_0003390,0003390,mesothelium of pleural cavity,http://purl.obolibrary.org/obo/UBERON_0001136,mesothelium,0001136,A mesothelium that is part of a pleural cavity [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003397,0003397,mesentery of duodenum,http://purl.obolibrary.org/obo/UBERON_0003336,serosa of duodenum,0003336,A mesentery that is part of a duodenum [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003398,0003398,mesentery of jejunum,http://purl.obolibrary.org/obo/UBERON_0003337,serosa of jejunum,0003337,A mesentery that is part of a jejunum [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003403,0003403,skin of forearm,http://purl.obolibrary.org/obo/UBERON_0002427,arm skin,0002427,A zone of skin that is part of a lower arm [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003404,0003404,lobar bronchus of right lung,http://purl.obolibrary.org/obo/UBERON_0002183,lobar bronchus,0002183,A lobar bronchus that is part of a right lung [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003409,0003409,gland of tongue,http://purl.obolibrary.org/obo/UBERON_0010047,oral gland,0010047,"Any of the mucous, serous, or mixed glands that empty their secretions onto the surface of the tongue."
http://purl.obolibrary.org/obo/UBERON_0003416,0003416,mesenchyme of tongue,http://purl.obolibrary.org/obo/UBERON_0005253,head mesenchyme,0005253,Mesenchyme that is part of a developing tongue [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003418,0003418,mesenchyme of submandibular gland,http://purl.obolibrary.org/obo/UBERON_0003324,mesenchyme of lower jaw,0003324,Mesenchyme that is part of a developing submandibular gland [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003420,0003420,mesenchyme of sublingual gland,http://purl.obolibrary.org/obo/UBERON_0005253,head mesenchyme,0005253,Mesenchyme that is part of a developing sublingual gland [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0009204,0009204,medial nasal process mesenchyme,http://purl.obolibrary.org/obo/UBERON_0009501,mesenchyme of fronto-nasal process,0009501,Mesenchyme that is part of a medial nasal prominence.
http://purl.obolibrary.org/obo/UBERON_0003424,0003424,mesenchyme of hard palate,http://purl.obolibrary.org/obo/UBERON_0003323,mesenchyme of upper jaw,0003323,Mesenchyme that is part of a developing hard palate [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003426,0003426,dermis adipose tissue,http://purl.obolibrary.org/obo/UBERON_0003585,dermis connective tissue,0003585,An adipose tissue that is part of a dermis [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003428,0003428,gonadal fat pad,http://purl.obolibrary.org/obo/UBERON_0003916,fat pad,0003916,The encapsulated adipose tissue associated with the ovaries or testes.
http://purl.obolibrary.org/obo/UBERON_0003441,0003441,forelimb nerve,http://purl.obolibrary.org/obo/UBERON_0003440,limb nerve,0003440,A nerve that is part of a forelimb [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003448,0003448,manus nerve,http://purl.obolibrary.org/obo/UBERON_0003441,forelimb nerve,0003441,A nerve that is part of a manus [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003444,0003444,pelvis nerve,http://purl.obolibrary.org/obo/UBERON_0003825,nerve of abdominal segment,0003825,A nerve that is part of a pelvis [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003446,0003446,ankle nerve,http://purl.obolibrary.org/obo/UBERON_0003445,pes nerve,0003445,A nerve that is part of an ankle [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0007812,0007812,post-anal tail,http://purl.obolibrary.org/obo/UBERON_0002415,tail,0002415,"A tail that extends from the posterior tip of the organism to the anus, contains muscle and skeleton."
http://purl.obolibrary.org/obo/UBERON_0003451,0003451,lower jaw incisor,http://purl.obolibrary.org/obo/UBERON_0001098,incisor tooth,0001098,An incisor tooth that is part of a lower jaw [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003453,0003453,large intestine Peyer's patch,http://purl.obolibrary.org/obo/UBERON_0001211,Peyer's patch,0001211,A Peyer's patch that is part of a large intestine.
http://purl.obolibrary.org/obo/UBERON_0003470,0003470,artery of upper lip,http://purl.obolibrary.org/obo/UBERON_0009657,artery of lip,0009657,"The superior labial artery (superior labial branch of facial artery) is larger and more tortuous than the inferior labial artery. It follows a similar course along the edge of the upper lip, lying between the mucous membrane and the Orbicularis oris, and anastomoses with the artery of the opposite side. It supplies the upper lip, and gives off in its course two or three vessels which ascend to the nose; a septal branch ramifies on the nasal septum as far as the point of the nose, and an alar branch supplies the ala of the nose."
http://purl.obolibrary.org/obo/UBERON_0003473,0003473,thoracic cavity artery,http://purl.obolibrary.org/obo/UBERON_0003519,thoracic cavity blood vessel,0003519,An artery that is part of a thoracic cavity[cjm].
http://purl.obolibrary.org/obo/UBERON_0003481,0003481,tail vein,http://purl.obolibrary.org/obo/UBERON_0003524,tail blood vessel,0003524,A vein that is part of a tail [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003524,0003524,tail blood vessel,http://purl.obolibrary.org/obo/UBERON_0001981,blood vessel,0001981,A blood vessel that is part of a tail [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003483,0003483,thymus lymphoid tissue,http://purl.obolibrary.org/obo/UBERON_0001744,lymphoid tissue,0001744,A portion of lymphoid tissue that is part of a thymus [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003488,0003488,abdominal mammary gland,http://purl.obolibrary.org/obo/UBERON_0005172,abdomen element,0005172,A lactiferous gland that is part of the abdominal region [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0004702,0004702,respiratory system blood vessel endothelium,http://purl.obolibrary.org/obo/UBERON_0004638,blood vessel endothelium,0004638,A blood vessel endothelium that is part of a respiratory system [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003490,0003490,respiratory system reticular lamina,http://purl.obolibrary.org/obo/UBERON_0001967,reticular lamina of epithelium,0001967,A reticular lamina that is part of a respiratory system [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0009652,0009652,bronchus basement membrane,http://purl.obolibrary.org/obo/UBERON_0015329,respiratory system basement membrane,0015329,A basement membrane that is part of a bronchus.
http://purl.obolibrary.org/obo/UBERON_0003503,0003503,leg blood vessel,http://purl.obolibrary.org/obo/UBERON_0003516,hindlimb blood vessel,0003516,A blood vessel that is part of a leg [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003505,0003505,trachea blood vessel,http://purl.obolibrary.org/obo/UBERON_0003504,respiratory system blood vessel,0003504,A blood vessel that is part of a trachea.
http://purl.obolibrary.org/obo/UBERON_0003834,0003834,thoracic segment blood vessel,http://purl.obolibrary.org/obo/UBERON_0003513,trunk blood vessel,0003513,A blood vessel that is part of a thorax [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003515,0003515,forelimb blood vessel,http://purl.obolibrary.org/obo/UBERON_0003514,limb blood vessel,0003514,A blood vessel that is part of a forelimb [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003511,0003511,iris blood vessel,http://purl.obolibrary.org/obo/UBERON_0010313,neural crest-derived structure,0010313,A blood vessel that is part of a iris [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0007301,0007301,appendage blood vessel,http://purl.obolibrary.org/obo/UBERON_0001981,blood vessel,0001981,A blood vessel that is part of a limb/fin.
http://purl.obolibrary.org/obo/UBERON_0003535,0003535,vagus X nerve trunk,http://purl.obolibrary.org/obo/UBERON_0002464,nerve trunk,0002464,A nerve trunk that is part of a vagus nerve.
http://purl.obolibrary.org/obo/UBERON_0003536,0003536,right lung alveolar duct,http://purl.obolibrary.org/obo/UBERON_0002173,pulmonary alveolar duct,0002173,An alveolar duct that is part of a right lung [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003539,0003539,left lung bronchiole,http://purl.obolibrary.org/obo/UBERON_0002186,bronchiole,0002186,A bronchiole that is part of a left lung [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003540,0003540,right lung terminal bronchiole,http://purl.obolibrary.org/obo/UBERON_0003538,right lung bronchiole,0003538,A terminal bronchiole that is part of a right lung [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003542,0003542,right lung respiratory bronchiole,http://purl.obolibrary.org/obo/UBERON_0003538,right lung bronchiole,0003538,A respiratory bronchiole that is part of a right lung [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003545,0003545,obsolete brainstem white matter,,,,
http://purl.obolibrary.org/obo/UBERON_0003546,0003546,distal convoluted tubule macula densa,http://purl.obolibrary.org/obo/UBERON_0002335,macula densa,0002335,A macula densa that is part of a distal convoluted tubule [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003554,0003554,hindbrain pia mater,http://purl.obolibrary.org/obo/UBERON_0003291,meninx of hindbrain,0003291,A pia mater that is part of a hindbrain [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003555,0003555,spinal cord pia mater,http://purl.obolibrary.org/obo/UBERON_0003292,meninx of spinal cord,0003292,A pia mater that is part of a spinal cord [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003561,0003561,forebrain dura mater,http://purl.obolibrary.org/obo/UBERON_0003548,forebrain meninges,0003548,A dura mater that is part of a forebrain.
http://purl.obolibrary.org/obo/UBERON_0003563,0003563,telencephalon dura mater,http://purl.obolibrary.org/obo/UBERON_0003561,forebrain dura mater,0003561,A dura mater that is part of a telencephalon [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003571,0003571,trachea connective tissue,http://purl.obolibrary.org/obo/UBERON_0003580,lower respiratory tract connective tissue,0003580,A portion of connective tissue that is part of a trachea.
http://purl.obolibrary.org/obo/UBERON_0003572,0003572,chest connective tissue,http://purl.obolibrary.org/obo/UBERON_0003837,thoracic segment connective tissue,0003837,A portion of connective tissue that is part of a chest [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003588,0003588,forelimb connective tissue,http://purl.obolibrary.org/obo/UBERON_0003587,limb connective tissue,0003587,A portion of connective tissue that is part of a forelimb [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003574,0003574,elbow connective tissue,http://purl.obolibrary.org/obo/UBERON_0003573,arm connective tissue,0003573,A portion of connective tissue that is part of a elbow [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003576,0003576,hip connective tissue,http://purl.obolibrary.org/obo/UBERON_0002384,connective tissue,0002384,A portion of connective tissue that is part of a hip [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003577,0003577,knee connective tissue,http://purl.obolibrary.org/obo/UBERON_0003569,leg connective tissue,0003569,A portion of connective tissue that is part of a knee [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003595,0003595,pes connective tissue,http://purl.obolibrary.org/obo/UBERON_0003589,hindlimb connective tissue,0003589,A portion of connective tissue that is part of a foot [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003614,0003614,blood vessel elastic tissue,http://purl.obolibrary.org/obo/UBERON_0003613,cardiovascular system elastic tissue,0003613,Elastic tissue layer that lines a blood vessel layer.
http://purl.obolibrary.org/obo/UBERON_0003610,0003610,heart elastic tissue,http://purl.obolibrary.org/obo/UBERON_0003613,cardiovascular system elastic tissue,0003613,The type of heart connective tissue found in the endocardial layer that consists mainly of elastic fibers.
http://purl.obolibrary.org/obo/UBERON_0003619,0003619,aorta tunica intima,http://purl.obolibrary.org/obo/UBERON_0004851,aorta endothelium,0004851,"The innermost layer of the aorta, containing the endothelium and an inner elastic membrane."
http://purl.obolibrary.org/obo/UBERON_0003620,0003620,manual digit 1 phalanx,http://purl.obolibrary.org/obo/UBERON_0015025,manual digit 1 phalanx endochondral element,0015025,A phalanx that is part of a hand digit 1 [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0006049,0006049,digit 2,http://purl.obolibrary.org/obo/UBERON_0019222,"digit 2, 3 or 4",0019222,A digit that is part of a digit 2 plus metapodial segment.
http://purl.obolibrary.org/obo/UBERON_0003641,0003641,pedal digit 2 phalanx,http://purl.obolibrary.org/obo/UBERON_0015032,pedal digit 2 phalanx endochondral element,0015032,A phalanx that is part of a foot digit 2 [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0010570,0010570,manual digit 1 metacarpus cartilage element,http://purl.obolibrary.org/obo/UBERON_0015043,manual digit 1 metacarpus endochondral element,0015043,A manual digit metacarpus cartilage element that is part of a manual digit 1 mesenchyme.
http://purl.obolibrary.org/obo/UBERON_0013583,0013583,metapodium bone 3,http://purl.obolibrary.org/obo/UBERON_0003821,metapodium bone,0003821,A metapodial bone that is associated with digit III.
http://purl.obolibrary.org/obo/UBERON_0003648,0003648,metacarpal bone of digit 4,http://purl.obolibrary.org/obo/UBERON_0015046,manual digit 4 metacarpus endochondral element,0015046,A metacarpal bone that distally_connected_to a proximal phalanx of manual digit 4.
http://purl.obolibrary.org/obo/UBERON_0004330,0004330,proximal phalanx of manual digit 4,http://purl.obolibrary.org/obo/UBERON_0014504,proximal phalanx of digit 4,0014504,A proximal phalanx that is part of a hand digit 4 [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0010573,0010573,manual digit 4 metacarpus cartilage element,http://purl.obolibrary.org/obo/UBERON_0015046,manual digit 4 metacarpus endochondral element,0015046,A manual digit metacarpus cartilage element that is part of a manual digit 4 mesenchyme.
http://purl.obolibrary.org/obo/UBERON_0003649,0003649,metacarpal bone of digit 5,http://purl.obolibrary.org/obo/UBERON_0015047,manual digit 5 metacarpus endochondral element,0015047,A metacarpal bone that distally_connected_to a proximal phalanx of manual digit 5.
http://purl.obolibrary.org/obo/UBERON_0010574,0010574,manual digit 5 metacarpus cartilage element,http://purl.obolibrary.org/obo/UBERON_0015047,manual digit 5 metacarpus endochondral element,0015047,A manual digit metacarpus cartilage element that is part of a manual digit 5 mesenchyme.
http://purl.obolibrary.org/obo/UBERON_0004333,0004333,proximal phalanx of pedal digit 2,http://purl.obolibrary.org/obo/UBERON_0014502,proximal phalanx of digit 2,0014502,A proximal phalanx that is part of a pedal digit 2 [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0010558,0010558,pedal digit 2 metatarsal cartilage element,http://purl.obolibrary.org/obo/UBERON_0015038,pedal digit 2 metatarsal endochondral element,0015038,A pedal digit metatarsal cartilage element that is part of a pedal digit 2 mesenchyme.
http://purl.obolibrary.org/obo/UBERON_0013164,0013164,molariform tooth,http://purl.obolibrary.org/obo/UBERON_0001091,calcareous tooth,0001091,A molar or premolar
http://purl.obolibrary.org/obo/UBERON_0003658,0003658,hip muscle,http://purl.obolibrary.org/obo/UBERON_0010890,pelvic complex muscle,0010890,Any muscle organ that is part of a hip [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003660,0003660,eyelid muscle,http://purl.obolibrary.org/obo/UBERON_0001630,muscle organ,0001630,A muscle that attaches to an eyelid.
http://purl.obolibrary.org/obo/UBERON_0003666,0003666,upper jaw molar,http://purl.obolibrary.org/obo/UBERON_0011593,maxillary tooth,0011593,A molar tooth that is part of a upper jaw [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0006659,0006659,cruciate ligament of knee,http://purl.obolibrary.org/obo/UBERON_0011088,ligament of knee joint,0011088,"One of a pair of ligaments arranged like a letter X.[1] They occur in several joints of the body, such as the knee. In a fashion similar to the cords in a toy Jacob's ladder, the crossed ligaments stabilize the joint while allowing a very large range of motion[WP]."
http://purl.obolibrary.org/obo/UBERON_0005473,0005473,sacral region,http://purl.obolibrary.org/obo/UBERON_0011676,subdivision of organism along main body axis,0011676,A subdivision of an organism along the anterior-posterior axis in the pelvic region immediately posterior to the lumbar region and anterior to the caudal region. Sometimes an intermediate region is defined between the sacral and caudal.
http://purl.obolibrary.org/obo/UBERON_0003694,0003694,atlanto-axial joint,http://purl.obolibrary.org/obo/UBERON_0004120,mesoderm-derived structure,0004120,"The Atlanto-axial joint is of a complicated nature, comprising no fewer than four distinct joints. There is a pivot articulation between the odontoid process of the axis and the ring formed by the anterior arch and the transverse ligament of the atlas."
http://purl.obolibrary.org/obo/UBERON_0011171,0011171,joint connecting upper and lower jaws,http://purl.obolibrary.org/obo/UBERON_0002217,synovial joint,0002217,Skeletal joint that articulates bones of upper and lower jaw.
http://purl.obolibrary.org/obo/UBERON_0003711,0003711,brachiocephalic vein,http://purl.obolibrary.org/obo/UBERON_0001638,vein,0001638,The left and right brachiocephalic veins in the upper chest are formed by the union of each corresponding internal jugular vein and subclavian vein. This is at the level of the sternoclavicular joint. These great vessels merge to form the superior vena cava. The brachiocephalic veins are the major veins returning blood to the superior vena cava.
http://purl.obolibrary.org/obo/UBERON_0003716,0003716,recurrent laryngeal nerve,http://purl.obolibrary.org/obo/UBERON_0011779,nerve of head region,0011779,A branch of the vagus nerve that supplies motor function and sensation to the larynx (voice box). It travels within the endoneurium. It is the nerve of the 6th Branchial Arch.
http://purl.obolibrary.org/obo/UBERON_0008789,0008789,cranial fossa,http://purl.obolibrary.org/obo/UBERON_0004704,bone fossa,0004704,"Any of the three large depressions in the posterior, middle, and anterior aspects of the floor of the cranial cavity"
http://purl.obolibrary.org/obo/UBERON_0003829,0003829,urethra muscle tissue,http://purl.obolibrary.org/obo/UBERON_0005090,muscle structure,0005090,Any muscle tissue that is part of the urethra.
http://purl.obolibrary.org/obo/UBERON_0003844,0003844,upper eyelid epithelium,http://purl.obolibrary.org/obo/UBERON_0035034,eyelid epithelium,0035034,An epithelium that is part of an upper eyelid [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003847,0003847,thyroid artery,http://purl.obolibrary.org/obo/UBERON_0001637,artery,0001637,A artery that supplies a thyroid gland.
http://purl.obolibrary.org/obo/UBERON_0010358,0010358,arch of centrum of vertebra,http://purl.obolibrary.org/obo/UBERON_0004120,mesoderm-derived structure,0004120,An arch-shaped structure of the vertebra that extends dorsally (neural arch) or ventrally (hemal arch) from the vertebral centrum
http://purl.obolibrary.org/obo/UBERON_0003874,0003874,obsolete presumptive ventricle,,,,
http://purl.obolibrary.org/obo/UBERON_0003876,0003876,hippocampal field,http://purl.obolibrary.org/obo/UBERON_0010314,structure with developmental contribution from neural crest,0010314,a part or parts of the hippocampus that have a particular function
http://purl.obolibrary.org/obo/UBERON_0003881,0003881,CA1 field of hippocampus,http://purl.obolibrary.org/obo/UBERON_0003876,hippocampal field,0003876,"Part of hippocampus proper bounded by CA2 and the subiculum, characterized by pyramidal neurons that receive projections from pyramidal neurons of CA3 via the Schaffer collaterals."
http://purl.obolibrary.org/obo/UBERON_0003882,0003882,CA2 field of hippocampus,http://purl.obolibrary.org/obo/UBERON_0003876,hippocampal field,0003876,"Part of hippocampus proper bounded by areas CA3 and CA1, characterized by a narrow layer of large pyramidal cells, similar in size to CA3 pyramidal cells, but which lack the mossy fiber input from the dentate gyrus (adapted from Paxinos, G. The rat central nervous system, 2nd ed, Academic Press, San Diego, 1995, pg. 460)"
http://purl.obolibrary.org/obo/UBERON_0003888,0003888,extraembryonic coelomic cavity,http://purl.obolibrary.org/obo/UBERON_0000464,anatomical space,0000464,the fluid-filled spaces formed within the mass of extraembryonic mesoderm that later fuse to become a large extraembryonic cavity
http://purl.obolibrary.org/obo/UBERON_0013700,0013700,axial musculature,http://purl.obolibrary.org/obo/UBERON_0001015,musculature,0001015,"Musculature of the head and neck, spine, and ribs."
http://purl.obolibrary.org/obo/UBERON_0011510,0011510,cloacal bursa,http://purl.obolibrary.org/obo/UBERON_0004120,mesoderm-derived structure,0004120,
http://purl.obolibrary.org/obo/UBERON_0003904,0003904,bursal plica,http://purl.obolibrary.org/obo/UBERON_0004120,mesoderm-derived structure,0004120,"Follicle containing part of bursa of Fabricius. The luminal (interior) surface of the bursa is plicated with as many as 15 primary and 7 secondary plicae or folds. These plicae have hundreds of bursal follicles containing follicle-associated epithelial cells, lymphocytes, macrophages, and plasma cells. Lymphoid stem cells migrate from the fetal liver to the bursa during ontogeny. In the bursa, these stem cells acquire the characteristics of mature, immunocompetent B cells[WP]."
http://purl.obolibrary.org/obo/UBERON_0003907,0003907,left atrioventricular canal,http://purl.obolibrary.org/obo/UBERON_0015212,lateral structure,0015212,An atrioventricular canal that is in the left side of a atrioventricular region.
http://purl.obolibrary.org/obo/UBERON_0003911,0003911,choroid plexus epithelium,http://purl.obolibrary.org/obo/UBERON_0010371,ecto-epithelium,0010371,The epithelial component of the choroid plexus. Consists of cuboidal epithelial cells surrounding a core of capillaries and loose connective tissue.
http://purl.obolibrary.org/obo/UBERON_0003917,0003917,arthropod fat body,http://purl.obolibrary.org/obo/UBERON_0000062,organ,0000062,"An insect gland dorsal to the insect gut, with a function analogous to that of the vertebrate liver. It is a storage organ for fats, glycogen and protein and is a major site of intermediary metabolism."
http://purl.obolibrary.org/obo/UBERON_0003927,0003927,obsolete macula lagena,,,,This term was obsoleted as it was previously defined midleadingly as 'A macula that is part of a cochlea'.
http://purl.obolibrary.org/obo/UBERON_0003930,0003930,atrioventricular canal endocardium,http://purl.obolibrary.org/obo/UBERON_0002165,endocardium,0002165,"Endocardium that is part of the atrioventricular canal[ZFA,vetted]."
http://purl.obolibrary.org/obo/UBERON_0003949,0003949,tubal tonsil,http://purl.obolibrary.org/obo/UBERON_0002372,tonsil,0002372,The lymph tissue associated with the pharyngeal opening of the auditory tube
http://purl.obolibrary.org/obo/UBERON_0003952,0003952,anterior stroma of cornea,http://purl.obolibrary.org/obo/UBERON_0010313,neural crest-derived structure,0010313,The anterior segment of the lamellated connective tissue layer of the cornea
http://purl.obolibrary.org/obo/UBERON_0003953,0003953,posterior stroma of cornea,http://purl.obolibrary.org/obo/UBERON_0010313,neural crest-derived structure,0010313,The posterior segment of the lamellated connective tissue layer of the cornea
http://purl.obolibrary.org/obo/UBERON_0003958,0003958,long bone epiphyseal ossification zone,http://purl.obolibrary.org/obo/UBERON_0005055,zone of long bone,0005055,The layer of the epiphyseal plate where new bone matrix is deposited
http://purl.obolibrary.org/obo/UBERON_0013613,0013613,upper jaw cingulum,http://purl.obolibrary.org/obo/UBERON_0017295,cingulum of tooth,0017295,
http://purl.obolibrary.org/obo/UBERON_0010128,0010128,future pterygopalatine ganglion,http://purl.obolibrary.org/obo/UBERON_0001808,parasympathetic ganglion,0001808,A ganglion that has the potential to develop into a pterygopalatine ganglion.
http://purl.obolibrary.org/obo/UBERON_0003965,0003965,sympathetic afferent fiber,http://purl.obolibrary.org/obo/UBERON_0006134,nerve fiber,0006134,The fibers that conduct sensory nerve impulses from the viscera through the posterior dorsal roots into the spinal cord
http://purl.obolibrary.org/obo/UBERON_0003976,0003976,saccule duct,http://purl.obolibrary.org/obo/UBERON_0010314,structure with developmental contribution from neural crest,0010314,The saccular portion of the utriculosaccular duct that normally extends from the sacculus to the endolymphatic duct
